N,P,alpha,seed,n_resolved,mean,median,std,iqr,min,max,gap,skewness,excess_kurtosis,path
5657,283,0.05002651582110659,1007,283,0.26568100084816887,0.2663297049673321,0.014430464355850759,0.019687045469709175,0.207954813823035,0.3004737188260146,0.0925189050029796,-0.44355109855149744,0.5796714204499396,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N5657_P283_s1007.npz
8000,100,0.0125,1000,100,0.3719917237377423,0.3728547099956095,0.010538202952236234,0.01255515150541442,0.33943412733333966,0.39937212785556686,0.0599380005222272,-0.22536696666241254,0.4740010762408837,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1000.npz
8000,100,0.0125,1001,100,0.36962055352927015,0.36908462600290914,0.008742446713446714,0.012544086397332455,0.35012348814362465,0.39179432521081975,0.0416708370671951,-0.047508096302727995,-0.33202762186435475,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1001.npz
8000,100,0.0125,1002,100,0.37073380131593936,0.3706016645136105,0.008457279317463916,0.010267682795255861,0.3497882455395729,0.389510326372464,0.03972208083289114,-0.15211094994562835,-0.05585049340127357,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1002.npz
8000,100,0.0125,1003,100,0.37213917379018147,0.37236721069679535,0.009608132523867614,0.014919783680365839,0.3390105981532774,0.3943400523912016,0.055329454237924236,-0.33459073801626277,0.3367441968005016,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1003.npz
8000,100,0.0125,1004,100,0.3711251938685239,0.37127679160087274,0.009605707686292729,0.016476152291936608,0.3527345975560961,0.38964912445254773,0.03691452689645164,0.04843441004762472,-1.0130205789065956,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1004.npz
8000,100,0.0125,1005,100,0.3701906389938238,0.3700500000000001,0.008503443388109209,0.011633822573182073,0.35216296047813755,0.39304145326136364,0.040878492783226084,0.18880458839338232,-0.39737792856697185,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1005.npz
8000,100,0.0125,1006,100,0.3709543876980007,0.37023298388021086,0.01012677347947518,0.01258850384676824,0.3448253241955674,0.39525989708043974,0.05043457288487235,0.1528218341294152,-0.21060830845192102,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1006.npz
8000,100,0.0125,1007,100,0.369495071988138,0.37026749641147505,0.009778848645263228,0.011495510922880259,0.33589065446550126,0.3947328362456065,0.05884218178010525,-0.2620812489068978,0.6421579839599239,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1007.npz
8000,100,0.0125,1008,100,0.3717392555055216,0.37237887007751086,0.008395752561652356,0.009298939161133779,0.3473932780085176,0.3863674751110334,0.03897419710251582,-0.4878203290518344,0.04368133383555328,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1008.npz
8000,100,0.0125,1009,100,0.36930617405249855,0.36906104406116397,0.009622234962499993,0.012103879752012658,0.3463679337604736,0.39299290542045995,0.04662497165998636,-0.12070681909332046,-0.1884177043559916,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1009.npz
8000,100,0.0125,1010,100,0.36997700883546075,0.37063936652642965,0.010377768319013594,0.012966911076473742,0.34197256374840035,0.3939779183779675,0.052005354629567124,-0.17479581876115594,-0.11970581424728177,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1010.npz
8000,100,0.0125,1011,100,0.37360370060334147,0.3739377842566008,0.008138858816198512,0.011700664142951733,0.35717716422973383,0.3961077652259458,0.038930600996211984,0.14177720457713525,-0.30461595787758045,/Users/leoflack/Desktop/Recherche/Chicago/numerics copie théorie claude + implémentation GPT/results/3_unification_seuils_scaling/data/E30_scaling/E30_N8000_P100_s1011.npz
